Friday, 1, 0, 31, Indoor_Motion, Contact, OPEN
Saturday, 16, 59, 46, Indoor_Motion, Contact, OPEN
Saturday, 16, 59, 48, Indoor_Motion, Contact, CLOSED
Saturday, 16, 59, 51, Indoor_Motion, Contact, OPEN
Saturday, 16, 59, 52, Indoor_Motion, Contact, CLOSED
Saturday, 16, 59, 53, Indoor_Motion, Contact, OPEN
Saturday, 16, 59, 56, Indoor_Motion, Contact, CLOSED
Saturday, 17, 0, 0, Indoor_Motion, Contact, OPEN
Saturday, 17, 0, 2, Indoor_Motion, Contact, CLOSED
Saturday, 17, 0, 14, Indoor_Motion, Contact, OPEN
Saturday, 17, 0, 16, Indoor_Motion, Contact, CLOSED
Saturday, 17, 0, 17, Indoor_Motion, Contact, OPEN
Saturday, 17, 0, 18, Indoor_Motion, Contact, CLOSED
Saturday, 17, 0, 21, Indoor_Motion, Contact, OPEN
Saturday, 17, 0, 25, Indoor_Motion, Contact, CLOSED
Saturday, 17, 0, 26, Indoor_Motion, Contact, OPEN
Saturday, 17, 0, 27, Indoor_Motion, Contact, CLOSED
Saturday, 17, 0, 35, Indoor_Motion, Contact, OPEN
Saturday, 17, 0, 40, Indoor_Motion, Contact, CLOSED
Saturday, 17, 0, 41, Indoor_Motion, Contact, OPEN
Saturday, 17, 0, 46, Indoor_Motion, Contact, CLOSED
Saturday, 17, 0, 48, Indoor_Motion, Contact, OPEN
Saturday, 17, 0, 50, Indoor_Motion, Contact, CLOSED
Saturday, 17, 0, 53, Indoor_Motion, Contact, OPEN
Saturday, 17, 0, 54, Indoor_Motion, Contact, CLOSED
Saturday, 17, 1, 2, Indoor_Motion, Contact, OPEN
Saturday, 17, 1, 3, Indoor_Motion, Contact, CLOSED
Saturday, 17, 1, 11, Indoor_Motion, Contact, OPEN
Saturday, 17, 1, 15, Indoor_Motion, Contact, CLOSED
Saturday, 17, 1, 16, Indoor_Motion, Contact, OPEN
Saturday, 17, 1, 18, Indoor_Motion, Contact, CLOSED
Saturday, 17, 1, 20, Indoor_Motion, Contact, OPEN
Saturday, 17, 1, 22, Indoor_Motion, Contact, CLOSED
Saturday, 17, 1, 34, Indoor_Motion, Contact, OPEN
Saturday, 17, 1, 35, Indoor_Motion, Contact, CLOSED
Saturday, 17, 1, 42, Indoor_Motion, Contact, OPEN
Saturday, 17, 1, 45, Indoor_Motion, Contact, CLOSED
Saturday, 17, 1, 46, Indoor_Motion, Contact, OPEN
Saturday, 17, 1, 50, Indoor_Motion, Contact, CLOSED
Saturday, 17, 1, 56, Indoor_Motion, Contact, OPEN
Saturday, 17, 1, 59, Indoor_Motion, Contact, CLOSED
Saturday, 17, 2, 10, Indoor_Motion, Contact, OPEN
Saturday, 17, 2, 14, Indoor_Motion, Contact, CLOSED
Saturday, 17, 2, 16, Indoor_Motion, Contact, OPEN
Saturday, 17, 2, 19, Indoor_Motion, Contact, CLOSED
Saturday, 17, 2, 24, Indoor_Motion, Contact, OPEN
Saturday, 17, 2, 28, Indoor_Motion, Contact, CLOSED
Saturday, 17, 2, 30, Indoor_Motion, Contact, OPEN
Saturday, 17, 2, 32, Indoor_Motion, Contact, CLOSED
Saturday, 17, 2, 36, Indoor_Motion, Contact, OPEN
Saturday, 17, 2, 40, Indoor_Motion, Contact, CLOSED
Saturday, 17, 2, 49, Indoor_Motion, Contact, OPEN
Saturday, 17, 2, 52, Indoor_Motion, Contact, CLOSED
Saturday, 17, 2, 56, Indoor_Motion, Contact, OPEN
Saturday, 17, 3, 1, Indoor_Motion, Contact, CLOSED
Saturday, 17, 3, 5, Indoor_Motion, Contact, OPEN
Saturday, 17, 3, 10, Indoor_Motion, Contact, CLOSED
Saturday, 17, 3, 13, Indoor_Motion, Contact, OPEN
Saturday, 17, 3, 18, Indoor_Motion, Contact, CLOSED
Saturday, 17, 3, 25, Indoor_Motion, Contact, OPEN
Saturday, 17, 3, 28, Indoor_Motion, Contact, CLOSED
Saturday, 17, 3, 30, Indoor_Motion, Contact, OPEN
Saturday, 17, 3, 35, Indoor_Motion, Contact, CLOSED
Saturday, 17, 3, 43, Indoor_Motion, Contact, OPEN
Saturday, 17, 3, 47, Indoor_Motion, Contact, CLOSED
Saturday, 17, 3, 48, Indoor_Motion, Contact, OPEN
Saturday, 17, 3, 52, Indoor_Motion, Contact, CLOSED
Saturday, 17, 4, 6, Indoor_Motion, Contact, OPEN
Saturday, 17, 4, 10, Indoor_Motion, Contact, CLOSED
Saturday, 17, 4, 15, Indoor_Motion, Contact, OPEN
Saturday, 17, 4, 20, Indoor_Motion, Contact, CLOSED
Saturday, 17, 4, 33, Indoor_Motion, Contact, OPEN
Saturday, 17, 4, 35, Indoor_Motion, Contact, CLOSED
Saturday, 17, 4, 39, Indoor_Motion, Contact, OPEN
Saturday, 17, 4, 43, Indoor_Motion, Contact, CLOSED
Saturday, 17, 4, 48, Indoor_Motion, Contact, OPEN
Saturday, 17, 4, 49, Indoor_Motion, Contact, CLOSED
Saturday, 17, 4, 52, Indoor_Motion, Contact, OPEN
Saturday, 17, 4, 56, Indoor_Motion, Contact, CLOSED
Saturday, 17, 4, 59, Indoor_Motion, Contact, OPEN
Saturday, 17, 5, 0, Indoor_Motion, Contact, CLOSED
Saturday, 17, 5, 4, Indoor_Motion, Contact, OPEN
Saturday, 17, 5, 5, Indoor_Motion, Contact, CLOSED
Saturday, 17, 5, 11, Indoor_Motion, Contact, OPEN
Saturday, 17, 5, 15, Indoor_Motion, Contact, CLOSED
Saturday, 17, 5, 16, Indoor_Motion, Contact, OPEN
Saturday, 17, 5, 20, Indoor_Motion, Contact, CLOSED
Saturday, 17, 5, 30, Indoor_Motion, Contact, OPEN
Saturday, 17, 5, 33, Indoor_Motion, Contact, CLOSED
Saturday, 17, 5, 35, Indoor_Motion, Contact, OPEN
Saturday, 17, 5, 39, Indoor_Motion, Contact, CLOSED
Saturday, 17, 5, 53, Indoor_Motion, Contact, OPEN
Saturday, 17, 5, 56, Indoor_Motion, Contact, CLOSED
Saturday, 17, 5, 58, Indoor_Motion, Contact, OPEN
Saturday, 17, 6, 2, Indoor_Motion, Contact, CLOSED
Saturday, 17, 6, 3, Indoor_Motion, Contact, OPEN
Saturday, 17, 6, 5, Indoor_Motion, Contact, CLOSED
Saturday, 17, 6, 6, Indoor_Motion, Contact, OPEN
Saturday, 17, 6, 10, Indoor_Motion, Contact, CLOSED
Saturday, 17, 6, 23, Indoor_Motion, Contact, OPEN
Saturday, 17, 6, 25, Indoor_Motion, Contact, CLOSED
Saturday, 17, 6, 26, Indoor_Motion, Contact, OPEN
Saturday, 17, 6, 28, Indoor_Motion, Contact, CLOSED
Saturday, 17, 6, 36, Indoor_Motion, Contact, OPEN
Saturday, 17, 6, 38, Indoor_Motion, Contact, CLOSED
Saturday, 17, 6, 39, Indoor_Motion, Contact, OPEN
Saturday, 17, 6, 40, Indoor_Motion, Contact, CLOSED
Saturday, 17, 6, 45, Indoor_Motion, Contact, OPEN
Saturday, 17, 6, 46, Indoor_Motion, Contact, CLOSED
Saturday, 17, 6, 49, Indoor_Motion, Contact, OPEN
Saturday, 17, 6, 50, Indoor_Motion, Contact, CLOSED
Saturday, 17, 7, 4, Indoor_Motion, Contact, OPEN
Saturday, 17, 7, 5, Indoor_Motion, Contact, CLOSED
Saturday, 17, 7, 7, Indoor_Motion, Contact, OPEN
Saturday, 17, 7, 11, Indoor_Motion, Contact, CLOSED
Saturday, 17, 7, 14, Indoor_Motion, Contact, OPEN
Saturday, 17, 7, 17, Indoor_Motion, Contact, CLOSED
Saturday, 17, 7, 18, Indoor_Motion, Contact, OPEN
Saturday, 17, 7, 20, Indoor_Motion, Contact, CLOSED
Saturday, 17, 7, 21, Indoor_Motion, Contact, OPEN
Saturday, 17, 7, 22, Indoor_Motion, Contact, CLOSED
Saturday, 17, 7, 24, Indoor_Motion, Contact, OPEN
Saturday, 17, 7, 28, Indoor_Motion, Contact, CLOSED
Saturday, 17, 7, 31, Indoor_Motion, Contact, OPEN
Saturday, 17, 7, 33, Indoor_Motion, Contact, CLOSED
Saturday, 17, 7, 34, Indoor_Motion, Contact, OPEN
Saturday, 17, 7, 36, Indoor_Motion, Contact, CLOSED
Saturday, 17, 7, 57, Indoor_Motion, Contact, OPEN
Saturday, 17, 8, 1, Indoor_Motion, Contact, CLOSED
Saturday, 17, 8, 6, Indoor_Motion, Contact, OPEN
Saturday, 17, 8, 9, Indoor_Motion, Contact, CLOSED
Saturday, 17, 8, 15, Indoor_Motion, Contact, OPEN
Saturday, 17, 8, 20, Indoor_Motion, Contact, CLOSED
Saturday, 17, 8, 22, Indoor_Motion, Contact, OPEN
Saturday, 17, 8, 24, Indoor_Motion, Contact, CLOSED
Saturday, 17, 8, 46, Indoor_Motion, Contact, OPEN
Saturday, 17, 8, 47, Indoor_Motion, Contact, CLOSED
Saturday, 17, 8, 49, Indoor_Motion, Contact, OPEN
Saturday, 17, 8, 52, Indoor_Motion, Contact, CLOSED
Saturday, 17, 8, 53, Indoor_Motion, Contact, OPEN
Saturday, 17, 8, 57, Indoor_Motion, Contact, CLOSED
Saturday, 17, 8, 59, Indoor_Motion, Contact, OPEN
Saturday, 17, 9, 0, Indoor_Motion, Contact, CLOSED
Saturday, 17, 9, 8, Indoor_Motion, Contact, OPEN
Saturday, 17, 9, 9, Indoor_Motion, Contact, CLOSED
Saturday, 17, 9, 11, Indoor_Motion, Contact, OPEN
Saturday, 17, 9, 13, Indoor_Motion, Contact, CLOSED
Saturday, 17, 9, 16, Indoor_Motion, Contact, OPEN
Saturday, 17, 9, 17, Indoor_Motion, Contact, CLOSED
Saturday, 17, 9, 24, Indoor_Motion, Contact, OPEN
Saturday, 17, 9, 25, Indoor_Motion, Contact, CLOSED
Saturday, 17, 9, 29, Indoor_Motion, Contact, OPEN
Saturday, 17, 9, 33, Indoor_Motion, Contact, CLOSED
Saturday, 17, 9, 38, Indoor_Motion, Contact, OPEN
Saturday, 17, 9, 39, Indoor_Motion, Contact, CLOSED
Saturday, 17, 9, 49, Indoor_Motion, Contact, OPEN
Saturday, 17, 9, 52, Indoor_Motion, Contact, CLOSED
Saturday, 17, 9, 55, Indoor_Motion, Contact, OPEN
Saturday, 17, 9, 56, Indoor_Motion, Contact, CLOSED
Saturday, 17, 10, 11, Indoor_Motion, Contact, OPEN
Saturday, 17, 10, 13, Indoor_Motion, Contact, CLOSED
Saturday, 17, 10, 15, Indoor_Motion, Contact, OPEN
Saturday, 17, 10, 19, Indoor_Motion, Contact, CLOSED
Saturday, 17, 10, 27, Indoor_Motion, Contact, OPEN
Saturday, 17, 10, 32, Indoor_Motion, Contact, CLOSED
Saturday, 17, 10, 33, Indoor_Motion, Contact, OPEN
Saturday, 17, 10, 34, Indoor_Motion, Contact, CLOSED
Saturday, 17, 10, 37, Indoor_Motion, Contact, OPEN
Saturday, 17, 10, 38, Indoor_Motion, Contact, CLOSED
Saturday, 17, 10, 46, Indoor_Motion, Contact, OPEN
Saturday, 17, 10, 51, Indoor_Motion, Contact, CLOSED
Saturday, 17, 10, 54, Indoor_Motion, Contact, OPEN
Saturday, 17, 10, 56, Indoor_Motion, Contact, CLOSED
Saturday, 17, 10, 57, Indoor_Motion, Contact, OPEN
Saturday, 17, 11, 0, Indoor_Motion, Contact, CLOSED
Saturday, 17, 11, 9, Indoor_Motion, Contact, OPEN
Saturday, 17, 11, 13, Indoor_Motion, Contact, CLOSED
Saturday, 17, 11, 21, Indoor_Motion, Contact, OPEN
Saturday, 17, 11, 24, Indoor_Motion, Contact, CLOSED
Saturday, 17, 11, 27, Indoor_Motion, Contact, OPEN
Saturday, 17, 11, 31, Indoor_Motion, Contact, CLOSED
Saturday, 17, 11, 39, Indoor_Motion, Contact, OPEN
Saturday, 17, 11, 44, Indoor_Motion, Contact, CLOSED
Saturday, 17, 11, 59, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 0, Indoor_Motion, Contact, CLOSED
Saturday, 17, 12, 1, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 2, Indoor_Motion, Contact, CLOSED
Saturday, 17, 12, 3, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 7, Indoor_Motion, Contact, CLOSED
Saturday, 17, 12, 10, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 11, Indoor_Motion, Contact, CLOSED
Saturday, 17, 12, 15, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 17, Indoor_Motion, Contact, CLOSED
Saturday, 17, 12, 23, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 24, Indoor_Motion, Contact, CLOSED
Saturday, 17, 12, 27, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 28, Indoor_Motion, Contact, CLOSED
Saturday, 17, 12, 30, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 34, Indoor_Motion, Contact, CLOSED
Saturday, 17, 12, 40, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 42, Indoor_Motion, Contact, CLOSED
Saturday, 17, 12, 44, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 48, Indoor_Motion, Contact, CLOSED
Saturday, 17, 12, 49, Indoor_Motion, Contact, OPEN
Saturday, 17, 12, 51, Indoor_Motion, Contact, CLOSED
Saturday, 17, 13, 1, Indoor_Motion, Contact, OPEN
Saturday, 17, 13, 6, Indoor_Motion, Contact, CLOSED
Saturday, 17, 13, 7, Indoor_Motion, Contact, OPEN
Saturday, 17, 13, 8, Indoor_Motion, Contact, CLOSED
Saturday, 17, 13, 20, Indoor_Motion, Contact, OPEN
Saturday, 17, 13, 23, Indoor_Motion, Contact, CLOSED
Saturday, 17, 13, 24, Indoor_Motion, Contact, OPEN
Saturday, 17, 13, 25, Indoor_Motion, Contact, CLOSED
Saturday, 17, 13, 31, Indoor_Motion, Contact, OPEN
Saturday, 17, 13, 36, Indoor_Motion, Contact, CLOSED
Saturday, 17, 13, 37, Indoor_Motion, Contact, OPEN
Saturday, 17, 13, 42, Indoor_Motion, Contact, CLOSED
Saturday, 17, 13, 53, Indoor_Motion, Contact, OPEN
Saturday, 17, 13, 54, Indoor_Motion, Contact, CLOSED
Saturday, 17, 13, 55, Indoor_Motion, Contact, OPEN
Saturday, 17, 13, 58, Indoor_Motion, Contact, CLOSED
Saturday, 17, 14, 10, Indoor_Motion, Contact, OPEN
Saturday, 17, 14, 14, Indoor_Motion, Contact, CLOSED
Saturday, 17, 14, 17, Indoor_Motion, Contact, OPEN
Saturday, 17, 14, 18, Indoor_Motion, Contact, CLOSED
Saturday, 17, 14, 26, Indoor_Motion, Contact, OPEN
Saturday, 17, 14, 31, Indoor_Motion, Contact, CLOSED
Saturday, 17, 14, 34, Indoor_Motion, Contact, OPEN
Saturday, 17, 14, 38, Indoor_Motion, Contact, CLOSED
Saturday, 17, 14, 43, Indoor_Motion, Contact, OPEN
Saturday, 17, 14, 45, Indoor_Motion, Contact, CLOSED
Saturday, 17, 14, 49, Indoor_Motion, Contact, OPEN
Saturday, 17, 14, 51, Indoor_Motion, Contact, CLOSED
Saturday, 17, 15, 0, Indoor_Motion, Contact, OPEN
Saturday, 17, 15, 4, Indoor_Motion, Contact, CLOSED
Saturday, 17, 15, 12, Indoor_Motion, Contact, OPEN
Saturday, 17, 15, 17, Indoor_Motion, Contact, CLOSED
Saturday, 17, 15, 18, Indoor_Motion, Contact, OPEN
Saturday, 17, 15, 20, Indoor_Motion, Contact, CLOSED
Saturday, 17, 15, 25, Indoor_Motion, Contact, OPEN
Saturday, 17, 15, 29, Indoor_Motion, Contact, CLOSED
Saturday, 17, 15, 32, Indoor_Motion, Contact, OPEN
Saturday, 17, 15, 36, Indoor_Motion, Contact, CLOSED
Saturday, 17, 15, 42, Indoor_Motion, Contact, OPEN
Saturday, 17, 15, 43, Indoor_Motion, Contact, CLOSED
Saturday, 17, 15, 52, Indoor_Motion, Contact, OPEN
Saturday, 17, 15, 54, Indoor_Motion, Contact, CLOSED
Saturday, 17, 15, 58, Indoor_Motion, Contact, OPEN
Saturday, 17, 15, 59, Indoor_Motion, Contact, CLOSED
Saturday, 17, 16, 1, Indoor_Motion, Contact, OPEN
Saturday, 17, 16, 5, Indoor_Motion, Contact, CLOSED
Saturday, 17, 16, 7, Indoor_Motion, Contact, OPEN
Saturday, 17, 16, 12, Indoor_Motion, Contact, CLOSED
Saturday, 17, 16, 15, Indoor_Motion, Contact, OPEN
Saturday, 17, 16, 18, Indoor_Motion, Contact, CLOSED
Saturday, 17, 16, 21, Indoor_Motion, Contact, OPEN
Saturday, 17, 16, 24, Indoor_Motion, Contact, CLOSED
Saturday, 17, 16, 30, Indoor_Motion, Contact, OPEN
Saturday, 17, 16, 35, Indoor_Motion, Contact, CLOSED
Saturday, 17, 16, 37, Indoor_Motion, Contact, OPEN
Saturday, 17, 16, 39, Indoor_Motion, Contact, CLOSED
Saturday, 17, 16, 50, Indoor_Motion, Contact, OPEN
Saturday, 17, 16, 51, Indoor_Motion, Contact, CLOSED
Saturday, 17, 16, 58, Indoor_Motion, Contact, OPEN
Saturday, 17, 16, 59, Indoor_Motion, Contact, CLOSED
Saturday, 17, 17, 13, Indoor_Motion, Contact, OPEN
Saturday, 17, 17, 16, Indoor_Motion, Contact, CLOSED
Saturday, 17, 17, 31, Indoor_Motion, Contact, OPEN
Saturday, 17, 17, 35, Indoor_Motion, Contact, CLOSED
Saturday, 17, 17, 39, Indoor_Motion, Contact, OPEN
Saturday, 17, 17, 40, Indoor_Motion, Contact, CLOSED
Saturday, 17, 17, 51, Indoor_Motion, Contact, OPEN
Saturday, 17, 17, 54, Indoor_Motion, Contact, CLOSED
Saturday, 17, 18, 3, Indoor_Motion, Contact, OPEN
Saturday, 17, 18, 6, Indoor_Motion, Contact, CLOSED
Saturday, 17, 18, 7, Indoor_Motion, Contact, OPEN
Saturday, 17, 18, 12, Indoor_Motion, Contact, CLOSED
Saturday, 17, 18, 21, Indoor_Motion, Contact, OPEN
Saturday, 17, 18, 25, Indoor_Motion, Contact, CLOSED
Saturday, 17, 18, 27, Indoor_Motion, Contact, OPEN
Saturday, 17, 18, 32, Indoor_Motion, Contact, CLOSED
Saturday, 17, 18, 45, Indoor_Motion, Contact, OPEN
Saturday, 17, 18, 49, Indoor_Motion, Contact, CLOSED
Saturday, 17, 18, 50, Indoor_Motion, Contact, OPEN
Saturday, 17, 18, 54, Indoor_Motion, Contact, CLOSED
Saturday, 17, 18, 59, Indoor_Motion, Contact, OPEN
Saturday, 17, 19, 0, Indoor_Motion, Contact, CLOSED
Saturday, 17, 19, 2, Indoor_Motion, Contact, OPEN
Saturday, 17, 19, 6, Indoor_Motion, Contact, CLOSED
Saturday, 17, 19, 23, Indoor_Motion, Contact, OPEN
Saturday, 17, 19, 26, Indoor_Motion, Contact, CLOSED
Saturday, 17, 19, 56, Indoor_Motion, Contact, OPEN
Saturday, 17, 19, 57, Indoor_Motion, Contact, CLOSED
Saturday, 17, 19, 58, Indoor_Motion, Contact, OPEN
Saturday, 17, 20, 0, Indoor_Motion, Contact, CLOSED
Saturday, 17, 20, 2, Indoor_Motion, Contact, OPEN
Saturday, 17, 20, 3, Indoor_Motion, Contact, CLOSED
Saturday, 17, 20, 7, Indoor_Motion, Contact, OPEN
Saturday, 17, 20, 10, Indoor_Motion, Contact, CLOSED
Saturday, 17, 20, 15, Indoor_Motion, Contact, OPEN
Saturday, 17, 20, 19, Indoor_Motion, Contact, CLOSED
Saturday, 17, 20, 22, Indoor_Motion, Contact, OPEN
Saturday, 17, 20, 27, Indoor_Motion, Contact, CLOSED
Saturday, 17, 20, 28, Indoor_Motion, Contact, OPEN
Saturday, 17, 20, 33, Indoor_Motion, Contact, CLOSED
Saturday, 17, 20, 34, Indoor_Motion, Contact, OPEN
Saturday, 17, 20, 37, Indoor_Motion, Contact, CLOSED
Saturday, 17, 20, 44, Indoor_Motion, Contact, OPEN
Saturday, 17, 20, 49, Indoor_Motion, Contact, CLOSED
Saturday, 17, 20, 55, Indoor_Motion, Contact, OPEN
Saturday, 17, 20, 58, Indoor_Motion, Contact, CLOSED
Saturday, 17, 21, 0, Indoor_Motion, Contact, OPEN
Saturday, 17, 21, 1, Indoor_Motion, Contact, CLOSED
Saturday, 17, 21, 2, Indoor_Motion, Contact, OPEN
Saturday, 17, 21, 4, Indoor_Motion, Contact, CLOSED
Saturday, 17, 21, 5, Indoor_Motion, Contact, OPEN
Saturday, 17, 21, 7, Indoor_Motion, Contact, CLOSED
Saturday, 17, 21, 9, Indoor_Motion, Contact, OPEN
Saturday, 17, 21, 12, Indoor_Motion, Contact, CLOSED
Saturday, 17, 21, 19, Indoor_Motion, Contact, OPEN
Saturday, 17, 21, 20, Indoor_Motion, Contact, CLOSED
Saturday, 17, 21, 28, Indoor_Motion, Contact, OPEN
Saturday, 17, 21, 31, Indoor_Motion, Contact, CLOSED
Saturday, 17, 21, 38, Indoor_Motion, Contact, OPEN
Saturday, 17, 21, 39, Indoor_Motion, Contact, CLOSED
Saturday, 17, 21, 43, Indoor_Motion, Contact, OPEN
Saturday, 17, 21, 48, Indoor_Motion, Contact, CLOSED
Saturday, 17, 21, 49, Indoor_Motion, Contact, OPEN
Saturday, 17, 21, 51, Indoor_Motion, Contact, CLOSED
Saturday, 17, 21, 52, Indoor_Motion, Contact, OPEN
Saturday, 17, 21, 55, Indoor_Motion, Contact, CLOSED
Saturday, 17, 22, 6, Indoor_Motion, Contact, OPEN
Saturday, 17, 22, 7, Indoor_Motion, Contact, CLOSED
Saturday, 17, 22, 16, Indoor_Motion, Contact, OPEN
Saturday, 17, 22, 18, Indoor_Motion, Contact, CLOSED
Saturday, 17, 22, 29, Indoor_Motion, Contact, OPEN
Saturday, 17, 22, 32, Indoor_Motion, Contact, CLOSED
Saturday, 17, 22, 34, Indoor_Motion, Contact, OPEN
Saturday, 17, 22, 39, Indoor_Motion, Contact, CLOSED
Saturday, 17, 22, 40, Indoor_Motion, Contact, OPEN
Saturday, 17, 22, 43, Indoor_Motion, Contact, CLOSED
Saturday, 17, 22, 47, Indoor_Motion, Contact, OPEN
Saturday, 17, 22, 49, Indoor_Motion, Contact, CLOSED
Saturday, 17, 22, 54, Indoor_Motion, Contact, OPEN
Saturday, 17, 22, 58, Indoor_Motion, Contact, CLOSED
Saturday, 17, 23, 1, Indoor_Motion, Contact, OPEN
Saturday, 17, 23, 4, Indoor_Motion, Contact, CLOSED
Saturday, 17, 23, 11, Indoor_Motion, Contact, OPEN
Saturday, 17, 23, 14, Indoor_Motion, Contact, CLOSED
Saturday, 17, 23, 17, Indoor_Motion, Contact, OPEN
Saturday, 17, 23, 18, Indoor_Motion, Contact, CLOSED
Saturday, 17, 23, 22, Indoor_Motion, Contact, OPEN
Saturday, 17, 23, 24, Indoor_Motion, Contact, CLOSED
Saturday, 17, 23, 30, Indoor_Motion, Contact, OPEN
Saturday, 17, 23, 35, Indoor_Motion, Contact, CLOSED
Saturday, 17, 23, 37, Indoor_Motion, Contact, OPEN
Saturday, 17, 23, 38, Indoor_Motion, Contact, CLOSED
Saturday, 17, 23, 40, Indoor_Motion, Contact, OPEN
Saturday, 17, 23, 42, Indoor_Motion, Contact, CLOSED
Saturday, 17, 23, 52, Indoor_Motion, Contact, OPEN
Saturday, 17, 23, 57, Indoor_Motion, Contact, CLOSED
Saturday, 17, 23, 59, Indoor_Motion, Contact, OPEN
Saturday, 17, 24, 1, Indoor_Motion, Contact, CLOSED
Saturday, 17, 24, 2, Indoor_Motion, Contact, OPEN
Saturday, 17, 24, 7, Indoor_Motion, Contact, CLOSED
Saturday, 17, 24, 9, Indoor_Motion, Contact, OPEN
Saturday, 17, 24, 14, Indoor_Motion, Contact, CLOSED
Saturday, 17, 24, 24, Indoor_Motion, Contact, OPEN
Saturday, 17, 24, 29, Indoor_Motion, Contact, CLOSED
Saturday, 17, 24, 34, Indoor_Motion, Contact, OPEN
Saturday, 17, 24, 37, Indoor_Motion, Contact, CLOSED
Saturday, 17, 24, 44, Indoor_Motion, Contact, OPEN
Saturday, 17, 24, 49, Indoor_Motion, Contact, CLOSED
Saturday, 17, 24, 52, Indoor_Motion, Contact, OPEN
Saturday, 17, 24, 57, Indoor_Motion, Contact, CLOSED
Saturday, 17, 25, 5, Indoor_Motion, Contact, OPEN
Saturday, 17, 25, 10, Indoor_Motion, Contact, CLOSED
Saturday, 17, 25, 20, Indoor_Motion, Contact, OPEN
Saturday, 17, 25, 23, Indoor_Motion, Contact, CLOSED
Saturday, 17, 25, 34, Indoor_Motion, Contact, OPEN
Saturday, 17, 25, 35, Indoor_Motion, Contact, CLOSED
Saturday, 17, 25, 36, Indoor_Motion, Contact, OPEN
Saturday, 17, 25, 38, Indoor_Motion, Contact, CLOSED
Saturday, 17, 26, 0, Indoor_Motion, Contact, OPEN
Saturday, 17, 26, 1, Indoor_Motion, Contact, CLOSED
Saturday, 17, 26, 3, Indoor_Motion, Contact, OPEN
Saturday, 17, 26, 5, Indoor_Motion, Contact, CLOSED
Saturday, 17, 26, 7, Indoor_Motion, Contact, OPEN
Saturday, 17, 26, 12, Indoor_Motion, Contact, CLOSED
Saturday, 17, 26, 34, Indoor_Motion, Contact, OPEN
Saturday, 17, 26, 36, Indoor_Motion, Contact, CLOSED
Saturday, 17, 26, 39, Indoor_Motion, Contact, OPEN
Saturday, 17, 26, 43, Indoor_Motion, Contact, CLOSED
Saturday, 17, 26, 48, Indoor_Motion, Contact, OPEN
Saturday, 17, 26, 52, Indoor_Motion, Contact, CLOSED
Saturday, 17, 27, 10, Indoor_Motion, Contact, OPEN
Saturday, 17, 27, 14, Indoor_Motion, Contact, CLOSED
Saturday, 17, 27, 17, Indoor_Motion, Contact, OPEN
Saturday, 17, 27, 22, Indoor_Motion, Contact, CLOSED
Saturday, 17, 27, 27, Indoor_Motion, Contact, OPEN
Saturday, 17, 27, 32, Indoor_Motion, Contact, CLOSED
Saturday, 17, 27, 35, Indoor_Motion, Contact, OPEN
Saturday, 17, 27, 40, Indoor_Motion, Contact, CLOSED
Saturday, 17, 27, 41, Indoor_Motion, Contact, OPEN
Saturday, 17, 27, 42, Indoor_Motion, Contact, CLOSED
Saturday, 17, 27, 52, Indoor_Motion, Contact, OPEN
Saturday, 17, 27, 53, Indoor_Motion, Contact, CLOSED
Saturday, 17, 27, 54, Indoor_Motion, Contact, OPEN
Saturday, 17, 27, 57, Indoor_Motion, Contact, CLOSED
Saturday, 17, 28, 0, Indoor_Motion, Contact, OPEN
Saturday, 17, 28, 3, Indoor_Motion, Contact, CLOSED
Saturday, 17, 28, 7, Indoor_Motion, Contact, OPEN
Saturday, 17, 28, 12, Indoor_Motion, Contact, CLOSED
Saturday, 17, 28, 17, Indoor_Motion, Contact, OPEN
Saturday, 17, 28, 20, Indoor_Motion, Contact, CLOSED
Saturday, 17, 28, 39, Indoor_Motion, Contact, OPEN
Saturday, 17, 28, 42, Indoor_Motion, Contact, CLOSED
Saturday, 17, 28, 44, Indoor_Motion, Contact, OPEN
Saturday, 17, 28, 46, Indoor_Motion, Contact, CLOSED
Saturday, 17, 28, 55, Indoor_Motion, Contact, OPEN
Saturday, 17, 28, 58, Indoor_Motion, Contact, CLOSED
Saturday, 17, 29, 0, Indoor_Motion, Contact, OPEN
Saturday, 17, 29, 2, Indoor_Motion, Contact, CLOSED
Saturday, 17, 29, 17, Indoor_Motion, Contact, OPEN
Saturday, 17, 29, 20, Indoor_Motion, Contact, CLOSED
Saturday, 17, 29, 36, Indoor_Motion, Contact, OPEN
Saturday, 17, 29, 40, Indoor_Motion, Contact, CLOSED
Saturday, 17, 29, 54, Indoor_Motion, Contact, OPEN
Saturday, 17, 29, 56, Indoor_Motion, Contact, CLOSED
Saturday, 17, 29, 58, Indoor_Motion, Contact, OPEN
